observable_id,observable_code,value
0,0,1
1,1,1
2,2,33
3,3,9
4,4,297
5,5,30
6,6,3
7,7,3
8,8,17
9,9,17
10,10,297
11,11,4
12,12,0
13,13,37
14,14,0
15,15,1
16,16,0
17,17,1
18,18,0
