observable_id,observable_code,value
0,0,1
1,1,1
2,2,1
3,3,60
4,4,33
5,5,33
6,6,9
7,7,60
8,8,0
9,9,0
10,10,2
11,11,0
12,12,0
13,13,4
14,14,297
15,15,0
16,16,9
17,17,9
18,18,1
19,19,0
