concat_id,left_word_id,right_word_id,left_symbol_id,right_symbol_id,rule_id,canonical_pair_id,canonical_left_symbol_id,canonical_right_symbol_id,sector_coverage_count,signature_union_count,tensor_path_support_sum,tensor_path_coefficient_mass_sum
491,13,23,1,5,11,10,1,5,5,147,136896,198400
492,13,24,1,0,6,1,0,1,4,90,25968,65280
493,13,25,1,1,7,6,1,1,3,70,21888,66048
494,13,26,1,2,8,7,1,2,4,118,66432,116736
495,13,27,1,3,9,8,1,3,5,116,13056,43648
496,13,28,1,4,10,9,1,4,5,121,17856,52608
497,13,29,1,5,11,10,1,5,5,147,136896,198400
498,13,30,1,0,6,1,0,1,4,90,25968,65280
499,13,31,1,1,7,6,1,1,3,70,21888,66048
500,13,32,1,2,8,7,1,2,4,118,66432,116736
501,13,33,1,3,9,8,1,3,5,116,13056,43648
502,13,34,1,4,10,9,1,4,5,121,17856,52608
503,13,35,1,5,11,10,1,5,5,147,136896,198400
504,14,0,2,0,12,2,0,2,4,117,70512,115968
505,14,1,2,1,13,7,1,2,4,118,66432,116736
506,14,2,2,2,14,11,2,2,3,97,110976,167424
507,14,3,2,3,15,12,2,3,5,132,57600,94336
508,14,4,2,4,16,13,2,4,6,155,62400,103296
509,14,5,2,5,17,14,2,5,4,148,181440,249088
510,14,6,2,0,12,2,0,2,4,117,70512,115968
511,14,7,2,1,13,7,1,2,4,118,66432,116736
512,14,8,2,2,14,11,2,2,3,97,110976,167424
513,14,9,2,3,15,12,2,3,5,132,57600,94336
514,14,10,2,4,16,13,2,4,6,155,62400,103296
515,14,11,2,5,17,14,2,5,4,148,181440,249088
516,14,12,2,0,12,2,0,2,4,117,70512,115968
517,14,13,2,1,13,7,1,2,4,118,66432,116736
518,14,14,2,2,14,11,2,2,3,97,110976,167424
519,14,15,2,3,15,12,2,3,5,132,57600,94336
520,14,16,2,4,16,13,2,4,6,155,62400,103296
521,14,17,2,5,17,14,2,5,4,148,181440,249088
522,14,18,2,0,12,2,0,2,4,117,70512,115968
523,14,19,2,1,13,7,1,2,4,118,66432,116736
524,14,20,2,2,14,11,2,2,3,97,110976,167424
525,14,21,2,3,15,12,2,3,5,132,57600,94336
526,14,22,2,4,16,13,2,4,6,155,62400,103296
527,14,23,2,5,17,14,2,5,4,148,181440,249088
528,14,24,2,0,12,2,0,2,4,117,70512,115968
529,14,25,2,1,13,7,1,2,4,118,66432,116736
530,14,26,2,2,14,11,2,2,3,97,110976,167424
531,14,27,2,3,15,12,2,3,5,132,57600,94336
532,14,28,2,4,16,13,2,4,6,155,62400,103296
533,14,29,2,5,17,14,2,5,4,148,181440,249088
534,14,30,2,0,12,2,0,2,4,117,70512,115968
535,14,31,2,1,13,7,1,2,4,118,66432,116736
536,14,32,2,2,14,11,2,2,3,97,110976,167424
537,14,33,2,3,15,12,2,3,5,132,57600,94336
538,14,34,2,4,16,13,2,4,6,155,62400,103296
539,14,35,2,5,17,14,2,5,4,148,181440,249088
540,15,0,3,0,18,3,0,3,5,112,17136,42880
541,15,1,3,1,19,8,1,3,5,116,13056,43648
542,15,2,3,2,20,12,2,3,5,132,57600,94336
543,15,3,3,3,21,15,3,3,3,53,4224,21248
544,15,4,3,4,22,16,3,4,4,88,9024,30208
545,15,5,3,5,23,17,3,5,5,132,128064,176000
546,15,6,3,0,18,3,0,3,5,112,17136,42880
547,15,7,3,1,19,8,1,3,5,116,13056,43648
548,15,8,3,2,20,12,2,3,5,132,57600,94336
549,15,9,3,3,21,15,3,3,3,53,4224,21248
550,15,10,3,4,22,16,3,4,4,88,9024,30208
551,15,11,3,5,23,17,3,5,5,132,128064,176000
552,15,12,3,0,18,3,0,3,5,112,17136,42880
553,15,13,3,1,19,8,1,3,5,116,13056,43648
554,15,14,3,2,20,12,2,3,5,132,57600,94336
555,15,15,3,3,21,15,3,3,3,53,4224,21248
556,15,16,3,4,22,16,3,4,4,88,9024,30208
557,15,17,3,5,23,17,3,5,5,132,128064,176000
558,15,18,3,0,18,3,0,3,5,112,17136,42880
559,15,19,3,1,19,8,1,3,5,116,13056,43648
560,15,20,3,2,20,12,2,3,5,132,57600,94336
561,15,21,3,3,21,15,3,3,3,53,4224,21248
562,15,22,3,4,22,16,3,4,4,88,9024,30208
563,15,23,3,5,23,17,3,5,5,132,128064,176000
564,15,24,3,0,18,3,0,3,5,112,17136,42880
565,15,25,3,1,19,8,1,3,5,116,13056,43648
566,15,26,3,2,20,12,2,3,5,132,57600,94336
567,15,27,3,3,21,15,3,3,3,53,4224,21248
568,15,28,3,4,22,16,3,4,4,88,9024,30208
569,15,29,3,5,23,17,3,5,5,132,128064,176000
570,15,30,3,0,18,3,0,3,5,112,17136,42880
571,15,31,3,1,19,8,1,3,5,116,13056,43648
572,15,32,3,2,20,12,2,3,5,132,57600,94336
573,15,33,3,3,21,15,3,3,3,53,4224,21248
574,15,34,3,4,22,16,3,4,4,88,9024,30208
575,15,35,3,5,23,17,3,5,5,132,128064,176000
576,16,0,4,0,24,4,0,4,5,117,21936,51840
577,16,1,4,1,25,9,1,4,5,121,17856,52608
578,16,2,4,2,26,13,2,4,6,155,62400,103296
579,16,3,4,3,27,16,3,4,4,88,9024,30208
580,16,4,4,4,28,18,4,4,3,58,13824,39168
581,16,5,4,5,29,19,4,5,5,134,132864,184960
582,16,6,4,0,24,4,0,4,5,117,21936,51840
583,16,7,4,1,25,9,1,4,5,121,17856,52608
584,16,8,4,2,26,13,2,4,6,155,62400,103296
585,16,9,4,3,27,16,3,4,4,88,9024,30208
586,16,10,4,4,28,18,4,4,3,58,13824,39168
587,16,11,4,5,29,19,4,5,5,134,132864,184960
588,16,12,4,0,24,4,0,4,5,117,21936,51840
589,16,13,4,1,25,9,1,4,5,121,17856,52608
590,16,14,4,2,26,13,2,4,6,155,62400,103296
591,16,15,4,3,27,16,3,4,4,88,9024,30208
592,16,16,4,4,28,18,4,4,3,58,13824,39168
593,16,17,4,5,29,19,4,5,5,134,132864,184960
594,16,18,4,0,24,4,0,4,5,117,21936,51840
595,16,19,4,1,25,9,1,4,5,121,17856,52608
596,16,20,4,2,26,13,2,4,6,155,62400,103296
597,16,21,4,3,27,16,3,4,4,88,9024,30208
598,16,22,4,4,28,18,4,4,3,58,13824,39168
599,16,23,4,5,29,19,4,5,5,134,132864,184960
600,16,24,4,0,24,4,0,4,5,117,21936,51840
601,16,25,4,1,25,9,1,4,5,121,17856,52608
602,16,26,4,2,26,13,2,4,6,155,62400,103296
603,16,27,4,3,27,16,3,4,4,88,9024,30208
604,16,28,4,4,28,18,4,4,3,58,13824,39168
605,16,29,4,5,29,19,4,5,5,134,132864,184960
606,16,30,4,0,24,4,0,4,5,117,21936,51840
607,16,31,4,1,25,9,1,4,5,121,17856,52608
608,16,32,4,2,26,13,2,4,6,155,62400,103296
609,16,33,4,3,27,16,3,4,4,88,9024,30208
610,16,34,4,4,28,18,4,4,3,58,13824,39168
611,16,35,4,5,29,19,4,5,5,134,132864,184960
612,17,0,5,0,30,5,0,5,5,146,140976,197632
613,17,1,5,1,31,10,1,5,5,147,136896,198400
614,17,2,5,2,32,14,2,5,4,148,181440,249088
615,17,3,5,3,33,17,3,5,5,132,128064,176000
616,17,4,5,4,34,19,4,5,5,134,132864,184960
617,17,5,5,5,35,20,5,5,3,97,251904,330752
618,17,6,5,0,30,5,0,5,5,146,140976,197632
619,17,7,5,1,31,10,1,5,5,147,136896,198400
620,17,8,5,2,32,14,2,5,4,148,181440,249088
621,17,9,5,3,33,17,3,5,5,132,128064,176000
622,17,10,5,4,34,19,4,5,5,134,132864,184960
623,17,11,5,5,35,20,5,5,3,97,251904,330752
624,17,12,5,0,30,5,0,5,5,146,140976,197632
625,17,13,5,1,31,10,1,5,5,147,136896,198400
626,17,14,5,2,32,14,2,5,4,148,181440,249088
627,17,15,5,3,33,17,3,5,5,132,128064,176000
628,17,16,5,4,34,19,4,5,5,134,132864,184960
629,17,17,5,5,35,20,5,5,3,97,251904,330752
630,17,18,5,0,30,5,0,5,5,146,140976,197632
631,17,19,5,1,31,10,1,5,5,147,136896,198400
632,17,20,5,2,32,14,2,5,4,148,181440,249088
633,17,21,5,3,33,17,3,5,5,132,128064,176000
634,17,22,5,4,34,19,4,5,5,134,132864,184960
635,17,23,5,5,35,20,5,5,3,97,251904,330752
636,17,24,5,0,30,5,0,5,5,146,140976,197632
637,17,25,5,1,31,10,1,5,5,147,136896,198400
638,17,26,5,2,32,14,2,5,4,148,181440,249088
639,17,27,5,3,33,17,3,5,5,132,128064,176000
640,17,28,5,4,34,19,4,5,5,134,132864,184960
641,17,29,5,5,35,20,5,5,3,97,251904,330752
642,17,30,5,0,30,5,0,5,5,146,140976,197632
643,17,31,5,1,31,10,1,5,5,147,136896,198400
644,17,32,5,2,32,14,2,5,4,148,181440,249088
645,17,33,5,3,33,17,3,5,5,132,128064,176000
646,17,34,5,4,34,19,4,5,5,134,132864,184960
647,17,35,5,5,35,20,5,5,3,97,251904,330752
648,18,0,0,0,0,0,0,0,3,69,30048,64512
649,18,1,0,1,1,1,0,1,4,90,25968,65280
650,18,2,0,2,2,2,0,2,4,117,70512,115968
651,18,3,0,3,3,3,0,3,5,112,17136,42880
652,18,4,0,4,4,4,0,4,5,117,21936,51840
653,18,5,0,5,5,5,0,5,5,146,140976,197632
654,18,6,0,0,0,0,0,0,3,69,30048,64512
655,18,7,0,1,1,1,0,1,4,90,25968,65280
656,18,8,0,2,2,2,0,2,4,117,70512,115968
657,18,9,0,3,3,3,0,3,5,112,17136,42880
658,18,10,0,4,4,4,0,4,5,117,21936,51840
659,18,11,0,5,5,5,0,5,5,146,140976,197632
660,18,12,0,0,0,0,0,0,3,69,30048,64512
661,18,13,0,1,1,1,0,1,4,90,25968,65280
662,18,14,0,2,2,2,0,2,4,117,70512,115968
663,18,15,0,3,3,3,0,3,5,112,17136,42880
664,18,16,0,4,4,4,0,4,5,117,21936,51840
665,18,17,0,5,5,5,0,5,5,146,140976,197632
666,18,18,0,0,0,0,0,0,3,69,30048,64512
667,18,19,0,1,1,1,0,1,4,90,25968,65280
668,18,20,0,2,2,2,0,2,4,117,70512,115968
669,18,21,0,3,3,3,0,3,5,112,17136,42880
670,18,22,0,4,4,4,0,4,5,117,21936,51840
671,18,23,0,5,5,5,0,5,5,146,140976,197632
672,18,24,0,0,0,0,0,0,3,69,30048,64512
673,18,25,0,1,1,1,0,1,4,90,25968,65280
674,18,26,0,2,2,2,0,2,4,117,70512,115968
675,18,27,0,3,3,3,0,3,5,112,17136,42880
676,18,28,0,4,4,4,0,4,5,117,21936,51840
677,18,29,0,5,5,5,0,5,5,146,140976,197632
678,18,30,0,0,0,0,0,0,3,69,30048,64512
679,18,31,0,1,1,1,0,1,4,90,25968,65280
680,18,32,0,2,2,2,0,2,4,117,70512,115968
681,18,33,0,3,3,3,0,3,5,112,17136,42880
682,18,34,0,4,4,4,0,4,5,117,21936,51840
683,18,35,0,5,5,5,0,5,5,146,140976,197632
684,19,0,1,0,6,1,0,1,4,90,25968,65280
685,19,1,1,1,7,6,1,1,3,70,21888,66048
686,19,2,1,2,8,7,1,2,4,118,66432,116736
687,19,3,1,3,9,8,1,3,5,116,13056,43648
688,19,4,1,4,10,9,1,4,5,121,17856,52608
689,19,5,1,5,11,10,1,5,5,147,136896,198400
690,19,6,1,0,6,1,0,1,4,90,25968,65280
691,19,7,1,1,7,6,1,1,3,70,21888,66048
692,19,8,1,2,8,7,1,2,4,118,66432,116736
693,19,9,1,3,9,8,1,3,5,116,13056,43648
694,19,10,1,4,10,9,1,4,5,121,17856,52608
695,19,11,1,5,11,10,1,5,5,147,136896,198400
696,19,12,1,0,6,1,0,1,4,90,25968,65280
697,19,13,1,1,7,6,1,1,3,70,21888,66048
698,19,14,1,2,8,7,1,2,4,118,66432,116736
699,19,15,1,3,9,8,1,3,5,116,13056,43648
700,19,16,1,4,10,9,1,4,5,121,17856,52608
701,19,17,1,5,11,10,1,5,5,147,136896,198400
702,19,18,1,0,6,1,0,1,4,90,25968,65280
703,19,19,1,1,7,6,1,1,3,70,21888,66048
704,19,20,1,2,8,7,1,2,4,118,66432,116736
705,19,21,1,3,9,8,1,3,5,116,13056,43648
706,19,22,1,4,10,9,1,4,5,121,17856,52608
707,19,23,1,5,11,10,1,5,5,147,136896,198400
708,19,24,1,0,6,1,0,1,4,90,25968,65280
709,19,25,1,1,7,6,1,1,3,70,21888,66048
710,19,26,1,2,8,7,1,2,4,118,66432,116736
711,19,27,1,3,9,8,1,3,5,116,13056,43648
712,19,28,1,4,10,9,1,4,5,121,17856,52608
713,19,29,1,5,11,10,1,5,5,147,136896,198400
714,19,30,1,0,6,1,0,1,4,90,25968,65280
715,19,31,1,1,7,6,1,1,3,70,21888,66048
716,19,32,1,2,8,7,1,2,4,118,66432,116736
717,19,33,1,3,9,8,1,3,5,116,13056,43648
718,19,34,1,4,10,9,1,4,5,121,17856,52608
719,19,35,1,5,11,10,1,5,5,147,136896,198400
720,20,0,2,0,12,2,0,2,4,117,70512,115968
721,20,1,2,1,13,7,1,2,4,118,66432,116736
722,20,2,2,2,14,11,2,2,3,97,110976,167424
723,20,3,2,3,15,12,2,3,5,132,57600,94336
724,20,4,2,4,16,13,2,4,6,155,62400,103296
725,20,5,2,5,17,14,2,5,4,148,181440,249088
726,20,6,2,0,12,2,0,2,4,117,70512,115968
727,20,7,2,1,13,7,1,2,4,118,66432,116736
728,20,8,2,2,14,11,2,2,3,97,110976,167424
729,20,9,2,3,15,12,2,3,5,132,57600,94336
730,20,10,2,4,16,13,2,4,6,155,62400,103296
731,20,11,2,5,17,14,2,5,4,148,181440,249088
732,20,12,2,0,12,2,0,2,4,117,70512,115968
733,20,13,2,1,13,7,1,2,4,118,66432,116736
734,20,14,2,2,14,11,2,2,3,97,110976,167424
735,20,15,2,3,15,12,2,3,5,132,57600,94336
736,20,16,2,4,16,13,2,4,6,155,62400,103296
737,20,17,2,5,17,14,2,5,4,148,181440,249088
738,20,18,2,0,12,2,0,2,4,117,70512,115968
739,20,19,2,1,13,7,1,2,4,118,66432,116736
740,20,20,2,2,14,11,2,2,3,97,110976,167424
741,20,21,2,3,15,12,2,3,5,132,57600,94336
742,20,22,2,4,16,13,2,4,6,155,62400,103296
743,20,23,2,5,17,14,2,5,4,148,181440,249088
744,20,24,2,0,12,2,0,2,4,117,70512,115968
745,20,25,2,1,13,7,1,2,4,118,66432,116736
746,20,26,2,2,14,11,2,2,3,97,110976,167424
747,20,27,2,3,15,12,2,3,5,132,57600,94336
748,20,28,2,4,16,13,2,4,6,155,62400,103296
749,20,29,2,5,17,14,2,5,4,148,181440,249088
750,20,30,2,0,12,2,0,2,4,117,70512,115968
751,20,31,2,1,13,7,1,2,4,118,66432,116736
752,20,32,2,2,14,11,2,2,3,97,110976,167424
753,20,33,2,3,15,12,2,3,5,132,57600,94336
754,20,34,2,4,16,13,2,4,6,155,62400,103296
755,20,35,2,5,17,14,2,5,4,148,181440,249088
756,21,0,3,0,18,3,0,3,5,112,17136,42880
757,21,1,3,1,19,8,1,3,5,116,13056,43648
758,21,2,3,2,20,12,2,3,5,132,57600,94336
759,21,3,3,3,21,15,3,3,3,53,4224,21248
760,21,4,3,4,22,16,3,4,4,88,9024,30208
761,21,5,3,5,23,17,3,5,5,132,128064,176000
762,21,6,3,0,18,3,0,3,5,112,17136,42880
763,21,7,3,1,19,8,1,3,5,116,13056,43648
764,21,8,3,2,20,12,2,3,5,132,57600,94336
765,21,9,3,3,21,15,3,3,3,53,4224,21248
766,21,10,3,4,22,16,3,4,4,88,9024,30208
767,21,11,3,5,23,17,3,5,5,132,128064,176000
768,21,12,3,0,18,3,0,3,5,112,17136,42880
769,21,13,3,1,19,8,1,3,5,116,13056,43648
770,21,14,3,2,20,12,2,3,5,132,57600,94336
771,21,15,3,3,21,15,3,3,3,53,4224,21248
772,21,16,3,4,22,16,3,4,4,88,9024,30208
773,21,17,3,5,23,17,3,5,5,132,128064,176000
774,21,18,3,0,18,3,0,3,5,112,17136,42880
775,21,19,3,1,19,8,1,3,5,116,13056,43648
776,21,20,3,2,20,12,2,3,5,132,57600,94336
777,21,21,3,3,21,15,3,3,3,53,4224,21248
778,21,22,3,4,22,16,3,4,4,88,9024,30208
779,21,23,3,5,23,17,3,5,5,132,128064,176000
780,21,24,3,0,18,3,0,3,5,112,17136,42880
781,21,25,3,1,19,8,1,3,5,116,13056,43648
782,21,26,3,2,20,12,2,3,5,132,57600,94336
783,21,27,3,3,21,15,3,3,3,53,4224,21248
784,21,28,3,4,22,16,3,4,4,88,9024,30208
785,21,29,3,5,23,17,3,5,5,132,128064,176000
786,21,30,3,0,18,3,0,3,5,112,17136,42880
787,21,31,3,1,19,8,1,3,5,116,13056,43648
788,21,32,3,2,20,12,2,3,5,132,57600,94336
789,21,33,3,3,21,15,3,3,3,53,4224,21248
790,21,34,3,4,22,16,3,4,4,88,9024,30208
791,21,35,3,5,23,17,3,5,5,132,128064,176000
792,22,0,4,0,24,4,0,4,5,117,21936,51840
793,22,1,4,1,25,9,1,4,5,121,17856,52608
794,22,2,4,2,26,13,2,4,6,155,62400,103296
795,22,3,4,3,27,16,3,4,4,88,9024,30208
796,22,4,4,4,28,18,4,4,3,58,13824,39168
797,22,5,4,5,29,19,4,5,5,134,132864,184960
798,22,6,4,0,24,4,0,4,5,117,21936,51840
799,22,7,4,1,25,9,1,4,5,121,17856,52608
800,22,8,4,2,26,13,2,4,6,155,62400,103296
801,22,9,4,3,27,16,3,4,4,88,9024,30208
802,22,10,4,4,28,18,4,4,3,58,13824,39168
803,22,11,4,5,29,19,4,5,5,134,132864,184960
804,22,12,4,0,24,4,0,4,5,117,21936,51840
805,22,13,4,1,25,9,1,4,5,121,17856,52608
806,22,14,4,2,26,13,2,4,6,155,62400,103296
807,22,15,4,3,27,16,3,4,4,88,9024,30208
808,22,16,4,4,28,18,4,4,3,58,13824,39168
809,22,17,4,5,29,19,4,5,5,134,132864,184960
810,22,18,4,0,24,4,0,4,5,117,21936,51840
811,22,19,4,1,25,9,1,4,5,121,17856,52608
812,22,20,4,2,26,13,2,4,6,155,62400,103296
813,22,21,4,3,27,16,3,4,4,88,9024,30208
814,22,22,4,4,28,18,4,4,3,58,13824,39168
815,22,23,4,5,29,19,4,5,5,134,132864,184960
816,22,24,4,0,24,4,0,4,5,117,21936,51840
817,22,25,4,1,25,9,1,4,5,121,17856,52608
818,22,26,4,2,26,13,2,4,6,155,62400,103296
819,22,27,4,3,27,16,3,4,4,88,9024,30208
820,22,28,4,4,28,18,4,4,3,58,13824,39168
821,22,29,4,5,29,19,4,5,5,134,132864,184960
822,22,30,4,0,24,4,0,4,5,117,21936,51840
823,22,31,4,1,25,9,1,4,5,121,17856,52608
824,22,32,4,2,26,13,2,4,6,155,62400,103296
825,22,33,4,3,27,16,3,4,4,88,9024,30208
826,22,34,4,4,28,18,4,4,3,58,13824,39168
827,22,35,4,5,29,19,4,5,5,134,132864,184960
828,23,0,5,0,30,5,0,5,5,146,140976,197632
829,23,1,5,1,31,10,1,5,5,147,136896,198400
830,23,2,5,2,32,14,2,5,4,148,181440,249088
831,23,3,5,3,33,17,3,5,5,132,128064,176000
832,23,4,5,4,34,19,4,5,5,134,132864,184960
833,23,5,5,5,35,20,5,5,3,97,251904,330752
834,23,6,5,0,30,5,0,5,5,146,140976,197632
835,23,7,5,1,31,10,1,5,5,147,136896,198400
836,23,8,5,2,32,14,2,5,4,148,181440,249088
837,23,9,5,3,33,17,3,5,5,132,128064,176000
838,23,10,5,4,34,19,4,5,5,134,132864,184960
839,23,11,5,5,35,20,5,5,3,97,251904,330752
840,23,12,5,0,30,5,0,5,5,146,140976,197632
841,23,13,5,1,31,10,1,5,5,147,136896,198400
842,23,14,5,2,32,14,2,5,4,148,181440,249088
843,23,15,5,3,33,17,3,5,5,132,128064,176000
844,23,16,5,4,34,19,4,5,5,134,132864,184960
845,23,17,5,5,35,20,5,5,3,97,251904,330752
846,23,18,5,0,30,5,0,5,5,146,140976,197632
847,23,19,5,1,31,10,1,5,5,147,136896,198400
848,23,20,5,2,32,14,2,5,4,148,181440,249088
849,23,21,5,3,33,17,3,5,5,132,128064,176000
850,23,22,5,4,34,19,4,5,5,134,132864,184960
851,23,23,5,5,35,20,5,5,3,97,251904,330752
852,23,24,5,0,30,5,0,5,5,146,140976,197632
853,23,25,5,1,31,10,1,5,5,147,136896,198400
854,23,26,5,2,32,14,2,5,4,148,181440,249088
855,23,27,5,3,33,17,3,5,5,132,128064,176000
856,23,28,5,4,34,19,4,5,5,134,132864,184960
857,23,29,5,5,35,20,5,5,3,97,251904,330752
858,23,30,5,0,30,5,0,5,5,146,140976,197632
859,23,31,5,1,31,10,1,5,5,147,136896,198400
860,23,32,5,2,32,14,2,5,4,148,181440,249088
861,23,33,5,3,33,17,3,5,5,132,128064,176000
862,23,34,5,4,34,19,4,5,5,134,132864,184960
863,23,35,5,5,35,20,5,5,3,97,251904,330752
864,24,0,0,0,0,0,0,0,3,69,30048,64512
865,24,1,0,1,1,1,0,1,4,90,25968,65280
866,24,2,0,2,2,2,0,2,4,117,70512,115968
867,24,3,0,3,3,3,0,3,5,112,17136,42880
868,24,4,0,4,4,4,0,4,5,117,21936,51840
869,24,5,0,5,5,5,0,5,5,146,140976,197632
870,24,6,0,0,0,0,0,0,3,69,30048,64512
871,24,7,0,1,1,1,0,1,4,90,25968,65280
872,24,8,0,2,2,2,0,2,4,117,70512,115968
873,24,9,0,3,3,3,0,3,5,112,17136,42880
874,24,10,0,4,4,4,0,4,5,117,21936,51840
875,24,11,0,5,5,5,0,5,5,146,140976,197632
876,24,12,0,0,0,0,0,0,3,69,30048,64512
877,24,13,0,1,1,1,0,1,4,90,25968,65280
878,24,14,0,2,2,2,0,2,4,117,70512,115968
879,24,15,0,3,3,3,0,3,5,112,17136,42880
880,24,16,0,4,4,4,0,4,5,117,21936,51840
881,24,17,0,5,5,5,0,5,5,146,140976,197632
882,24,18,0,0,0,0,0,0,3,69,30048,64512
883,24,19,0,1,1,1,0,1,4,90,25968,65280
884,24,20,0,2,2,2,0,2,4,117,70512,115968
885,24,21,0,3,3,3,0,3,5,112,17136,42880
886,24,22,0,4,4,4,0,4,5,117,21936,51840
887,24,23,0,5,5,5,0,5,5,146,140976,197632
888,24,24,0,0,0,0,0,0,3,69,30048,64512
889,24,25,0,1,1,1,0,1,4,90,25968,65280
890,24,26,0,2,2,2,0,2,4,117,70512,115968
891,24,27,0,3,3,3,0,3,5,112,17136,42880
892,24,28,0,4,4,4,0,4,5,117,21936,51840
893,24,29,0,5,5,5,0,5,5,146,140976,197632
894,24,30,0,0,0,0,0,0,3,69,30048,64512
895,24,31,0,1,1,1,0,1,4,90,25968,65280
896,24,32,0,2,2,2,0,2,4,117,70512,115968
897,24,33,0,3,3,3,0,3,5,112,17136,42880
898,24,34,0,4,4,4,0,4,5,117,21936,51840
899,24,35,0,5,5,5,0,5,5,146,140976,197632
900,25,0,1,0,6,1,0,1,4,90,25968,65280
901,25,1,1,1,7,6,1,1,3,70,21888,66048
902,25,2,1,2,8,7,1,2,4,118,66432,116736
903,25,3,1,3,9,8,1,3,5,116,13056,43648
904,25,4,1,4,10,9,1,4,5,121,17856,52608
905,25,5,1,5,11,10,1,5,5,147,136896,198400
906,25,6,1,0,6,1,0,1,4,90,25968,65280
907,25,7,1,1,7,6,1,1,3,70,21888,66048
908,25,8,1,2,8,7,1,2,4,118,66432,116736
909,25,9,1,3,9,8,1,3,5,116,13056,43648
910,25,10,1,4,10,9,1,4,5,121,17856,52608
911,25,11,1,5,11,10,1,5,5,147,136896,198400
912,25,12,1,0,6,1,0,1,4,90,25968,65280
913,25,13,1,1,7,6,1,1,3,70,21888,66048
914,25,14,1,2,8,7,1,2,4,118,66432,116736
915,25,15,1,3,9,8,1,3,5,116,13056,43648
916,25,16,1,4,10,9,1,4,5,121,17856,52608
917,25,17,1,5,11,10,1,5,5,147,136896,198400
918,25,18,1,0,6,1,0,1,4,90,25968,65280
919,25,19,1,1,7,6,1,1,3,70,21888,66048
920,25,20,1,2,8,7,1,2,4,118,66432,116736
921,25,21,1,3,9,8,1,3,5,116,13056,43648
922,25,22,1,4,10,9,1,4,5,121,17856,52608
923,25,23,1,5,11,10,1,5,5,147,136896,198400
924,25,24,1,0,6,1,0,1,4,90,25968,65280
925,25,25,1,1,7,6,1,1,3,70,21888,66048
926,25,26,1,2,8,7,1,2,4,118,66432,116736
927,25,27,1,3,9,8,1,3,5,116,13056,43648
928,25,28,1,4,10,9,1,4,5,121,17856,52608
929,25,29,1,5,11,10,1,5,5,147,136896,198400
930,25,30,1,0,6,1,0,1,4,90,25968,65280
931,25,31,1,1,7,6,1,1,3,70,21888,66048
932,25,32,1,2,8,7,1,2,4,118,66432,116736
933,25,33,1,3,9,8,1,3,5,116,13056,43648
934,25,34,1,4,10,9,1,4,5,121,17856,52608
935,25,35,1,5,11,10,1,5,5,147,136896,198400
936,26,0,2,0,12,2,0,2,4,117,70512,115968
937,26,1,2,1,13,7,1,2,4,118,66432,116736
938,26,2,2,2,14,11,2,2,3,97,110976,167424
939,26,3,2,3,15,12,2,3,5,132,57600,94336
940,26,4,2,4,16,13,2,4,6,155,62400,103296
941,26,5,2,5,17,14,2,5,4,148,181440,249088
942,26,6,2,0,12,2,0,2,4,117,70512,115968
943,26,7,2,1,13,7,1,2,4,118,66432,116736
944,26,8,2,2,14,11,2,2,3,97,110976,167424
945,26,9,2,3,15,12,2,3,5,132,57600,94336
946,26,10,2,4,16,13,2,4,6,155,62400,103296
947,26,11,2,5,17,14,2,5,4,148,181440,249088
948,26,12,2,0,12,2,0,2,4,117,70512,115968
949,26,13,2,1,13,7,1,2,4,118,66432,116736
950,26,14,2,2,14,11,2,2,3,97,110976,167424
951,26,15,2,3,15,12,2,3,5,132,57600,94336
952,26,16,2,4,16,13,2,4,6,155,62400,103296
953,26,17,2,5,17,14,2,5,4,148,181440,249088
954,26,18,2,0,12,2,0,2,4,117,70512,115968
955,26,19,2,1,13,7,1,2,4,118,66432,116736
956,26,20,2,2,14,11,2,2,3,97,110976,167424
957,26,21,2,3,15,12,2,3,5,132,57600,94336
958,26,22,2,4,16,13,2,4,6,155,62400,103296
959,26,23,2,5,17,14,2,5,4,148,181440,249088
960,26,24,2,0,12,2,0,2,4,117,70512,115968
961,26,25,2,1,13,7,1,2,4,118,66432,116736
962,26,26,2,2,14,11,2,2,3,97,110976,167424
963,26,27,2,3,15,12,2,3,5,132,57600,94336
964,26,28,2,4,16,13,2,4,6,155,62400,103296
965,26,29,2,5,17,14,2,5,4,148,181440,249088
966,26,30,2,0,12,2,0,2,4,117,70512,115968
967,26,31,2,1,13,7,1,2,4,118,66432,116736
968,26,32,2,2,14,11,2,2,3,97,110976,167424
969,26,33,2,3,15,12,2,3,5,132,57600,94336
970,26,34,2,4,16,13,2,4,6,155,62400,103296
971,26,35,2,5,17,14,2,5,4,148,181440,249088
972,27,0,3,0,18,3,0,3,5,112,17136,42880
973,27,1,3,1,19,8,1,3,5,116,13056,43648
974,27,2,3,2,20,12,2,3,5,132,57600,94336
975,27,3,3,3,21,15,3,3,3,53,4224,21248
976,27,4,3,4,22,16,3,4,4,88,9024,30208
977,27,5,3,5,23,17,3,5,5,132,128064,176000
978,27,6,3,0,18,3,0,3,5,112,17136,42880
979,27,7,3,1,19,8,1,3,5,116,13056,43648
980,27,8,3,2,20,12,2,3,5,132,57600,94336
981,27,9,3,3,21,15,3,3,3,53,4224,21248
982,27,10,3,4,22,16,3,4,4,88,9024,30208
983,27,11,3,5,23,17,3,5,5,132,128064,176000
984,27,12,3,0,18,3,0,3,5,112,17136,42880
985,27,13,3,1,19,8,1,3,5,116,13056,43648
