cut_id,left_addr,right_addr,closed_section_count,open_section_count,crossing_section_count,closed_coeff_sum,open_coeff_sum,crossing_coeff_sum,closed_coeff_square_sum,open_coeff_square_sum,crossing_coeff_square_sum,count_gluing_total,coeff_gluing_total,coeff_square_gluing_total,count_gluing_flag,coeff_gluing_flag,coeff_square_gluing_flag
501,501,502,600177,409222,405566,1230696,622560,684104,5170220,1319864,1629892,1414965,2537360,8119976,1,1,1
502,502,503,602345,408348,404272,1234672,621152,681536,5179424,1316896,1623656,1414965,2537360,8119976,1,1,1
503,503,504,604525,407486,402954,1238664,619760,678936,5188652,1313952,1617372,1414965,2537360,8119976,1,1,1
504,504,505,607860,406181,400924,1244384,617288,675688,5204646,1307146,1608184,1414965,2537360,8119976,1,1,1
505,505,506,610066,405345,399554,1248416,615936,673008,5213948,1304276,1601752,1414965,2537360,8119976,1,1,1
506,506,507,613435,404074,397456,1254192,613520,669648,5230068,1297596,1592312,1414965,2537360,8119976,1,1,1
507,507,508,616810,402809,395346,1260000,611136,666224,5246304,1291032,1582640,1414965,2537360,8119976,1,1,1
508,508,509,619046,402003,393916,1264096,609848,663416,5255766,1288322,1575888,1414965,2537360,8119976,1,1,1
509,509,510,622455,400772,391738,1269960,607520,659880,5272128,1281884,1565964,1414965,2537360,8119976,1,1,1
510,510,511,624717,399992,390256,1274096,606272,656992,5281664,1279248,1559064,1414965,2537360,8119976,1,1,1
511,511,512,628403,398670,387892,1280016,604000,653344,5296580,1273396,1550000,1414965,2537360,8119976,1,1,1
512,512,513,630657,397882,386426,1284192,602792,650376,5306396,1271040,1542540,1414965,2537360,8119976,1,1,1
513,513,514,632917,397100,384948,1288384,601600,647376,5316254,1268726,1534996,1414965,2537360,8119976,1,1,1
514,514,515,636657,395832,382476,1294384,599408,643568,5331308,1263012,1525656,1414965,2537360,8119976,1,1,1
515,515,516,638945,395078,380942,1298616,598256,640488,5341230,1260762,1517984,1414965,2537360,8119976,1,1,1
516,516,517,641245,394336,379384,1302864,597120,637376,5351176,1258536,1510264,1414965,2537360,8119976,1,1,1
517,517,518,643549,393598,377818,1307128,596000,634232,5361162,1256350,1502464,1414965,2537360,8119976,1,1,1
518,518,519,645865,392872,376228,1311408,594896,631056,5371172,1254188,1494616,1414965,2537360,8119976,1,1,1
519,519,520,648193,392158,374614,1315704,593808,627848,5381206,1252050,1486720,1414965,2537360,8119976,1,1,1
520,520,521,650529,391452,372984,1320016,592736,624608,5391272,1249944,1478760,1414965,2537360,8119976,1,1,1
521,521,522,652877,390758,371330,1324344,591680,621336,5401362,1247862,1470752,1414965,2537360,8119976,1,1,1
522,522,523,656751,389624,368590,1330544,589688,617128,5416766,1242498,1460712,1414965,2537360,8119976,1,1,1
523,523,524,660647,388512,365806,1336776,587728,612856,5432228,1237192,1450556,1414965,2537360,8119976,1,1,1
524,524,525,663033,387856,364076,1341168,586736,609456,5442440,1235232,1442304,1414965,2537360,8119976,1,1,1
525,525,526,665431,387212,362322,1345576,585760,606024,5452676,1233296,1434004,1414965,2537360,8119976,1,1,1
526,526,527,667841,386580,360544,1350000,584800,602560,5462936,1231384,1425656,1414965,2537360,8119976,1,1,1
527,527,528,670255,385952,358758,1354440,583856,599064,5473236,1229512,1417228,1414965,2537360,8119976,1,1,1
528,528,529,672681,385336,356948,1358896,582928,595536,5483560,1227664,1408752,1414965,2537360,8119976,1,1,1
529,529,530,675119,384732,355114,1363368,582016,591976,5493908,1225840,1400228,1414965,2537360,8119976,1,1,1
530,530,531,677565,384136,353264,1367856,581120,588384,5504288,1224048,1391640,1414965,2537360,8119976,1,1,1
531,531,532,678163,382968,353834,1369164,579108,589088,5507620,1219732,1392624,1414965,2537360,8119976,1,1,1
532,532,533,679114,380967,354884,1370520,576400,590440,5510010,1215278,1394688,1414965,2537360,8119976,1,1,1
533,533,534,679712,379851,355402,1371888,574448,591024,5513654,1211030,1395292,1414965,2537360,8119976,1,1,1
534,534,535,680640,378057,356268,1373328,571824,592208,5516478,1206150,1397348,1414965,2537360,8119976,1,1,1
535,535,536,681685,376150,357130,1374816,569248,593296,5519074,1201902,1399000,1414965,2537360,8119976,1,1,1
536,536,537,682677,374442,357846,1376352,566720,594288,5522006,1197242,1400728,1414965,2537360,8119976,1,1,1
537,537,538,683760,372773,358432,1377936,564240,595184,5524930,1192598,1402448,1414965,2537360,8119976,1,1,1
538,538,539,684885,371146,358934,1379568,561808,595984,5527914,1188014,1404048,1414965,2537360,8119976,1,1,1
539,539,540,685647,370142,359176,1381140,560060,596160,5531740,1184192,1404044,1414965,2537360,8119976,1,1,1
540,540,541,686349,369266,359350,1382736,558336,596288,5536276,1179712,1403988,1414965,2537360,8119976,1,1,1
541,541,542,687552,367717,359696,1384488,556024,596848,5539496,1175364,1405116,1414965,2537360,8119976,1,1,1
542,542,543,688756,366199,360010,1386288,553760,597312,5542848,1171012,1406116,1414965,2537360,8119976,1,1,1
543,543,544,690083,364574,360308,1388136,551544,597680,5545998,1167318,1406660,1414965,2537360,8119976,1,1,1
544,544,545,691355,363146,360464,1390032,549376,597952,5549450,1163178,1407348,1414965,2537360,8119976,1,1,1
545,545,546,692762,361601,360602,1391976,547256,598128,5552716,1159600,1407660,1414965,2537360,8119976,1,1,1
546,546,547,693668,360741,360556,1393776,545736,597848,5556962,1156198,1406816,1414965,2537360,8119976,1,1,1
547,547,548,694542,359901,360522,1395600,544240,597520,5561506,1152850,1405620,1414965,2537360,8119976,1,1,1
548,548,549,694900,359557,360508,1397304,543120,596936,5571762,1147034,1401180,1414965,2537360,8119976,1,1,1
549,549,550,695764,358677,360524,1399168,541664,596528,5576730,1144142,1399104,1414965,2537360,8119976,1,1,1
550,550,551,696638,357809,360518,1401056,540232,596072,5581778,1141322,1396876,1414965,2537360,8119976,1,1,1
551,551,552,697928,356341,360696,1403220,538332,595808,5586382,1138314,1395280,1414965,2537360,8119976,1,1,1
552,552,553,699459,355120,360386,1405432,536480,595448,5590440,1134804,1394732,1414965,2537360,8119976,1,1,1
553,553,554,700381,354464,360120,1407416,535144,594800,5595816,1131164,1392996,1414965,2537360,8119976,1,1,1
554,554,555,701331,353670,359964,1409424,533832,594104,5601080,1128568,1390328,1414965,2537360,8119976,1,1,1
555,555,556,702379,352952,359634,1411456,532544,593360,5605764,1125604,1388608,1414965,2537360,8119976,1,1,1
556,556,557,703351,352180,359434,1413512,531280,592568,5611164,1123144,1385668,1414965,2537360,8119976,1,1,1
557,557,558,704337,351424,359204,1415592,530040,591728,5616600,1120712,1382664,1414965,2537360,8119976,1,1,1
558,558,559,705779,350108,359078,1418032,528416,590912,5621708,1118208,1380060,1414965,2537360,8119976,1,1,1
559,559,560,706799,349384,358782,1420172,527236,589952,5627288,1115928,1376760,1414965,2537360,8119976,1,1,1
560,560,561,707245,349128,358592,1422096,526336,588928,5638472,1111040,1370464,1414965,2537360,8119976,1,1,1
561,561,562,707833,347882,359250,1423440,523568,590352,5642720,1102616,1374640,1414965,2537360,8119976,1,1,1
562,562,563,708548,346443,359974,1424880,520896,591584,5646792,1095944,1377240,1414965,2537360,8119976,1,1,1
563,563,564,709312,345095,360558,1426416,518320,592624,5650900,1089460,1379616,1414965,2537360,8119976,1,1,1
564,564,565,710148,343757,361060,1428048,515840,593472,5655184,1083416,1381376,1414965,2537360,8119976,1,1,1
565,565,566,711020,342455,361490,1429776,513456,594128,5659700,1077604,1382672,1414965,2537360,8119976,1,1,1
566,566,567,711904,341227,361834,1431600,511168,594592,5664616,1071928,1383432,1414965,2537360,8119976,1,1,1
567,567,568,712909,340078,361978,1433520,508976,594864,5669656,1066224,1384096,1414965,2537360,8119976,1,1,1
568,568,569,713805,339140,362020,1435536,506880,594944,5675832,1059728,1384416,1414965,2537360,8119976,1,1,1
569,569,570,714287,338704,361974,1437360,505616,594384,5684624,1054752,1380600,1414965,2537360,8119976,1,1,1
570,570,571,715426,337689,361850,1439536,503680,594144,5690304,1049688,1379984,1414965,2537360,8119976,1,1,1
571,571,572,716607,336716,361642,1441808,501840,593712,5696280,1044920,1378776,1414965,2537360,8119976,1,1,1
572,572,573,717149,336340,361476,1443792,500736,592832,5705672,1040544,1373760,1414965,2537360,8119976,1,1,1
573,573,574,717810,334925,362230,1445152,497728,594480,5709676,1032308,1377992,1414965,2537360,8119976,1,1,1
574,574,575,718523,333562,362880,1446640,494848,595872,5714032,1024424,1381520,1414965,2537360,8119976,1,1,1
575,575,576,719292,332255,363418,1448256,492096,597008,5718828,1016980,1384168,1414965,2537360,8119976,1,1,1
576,576,577,720111,330998,363856,1450000,489472,597888,5723944,1009856,1386176,1414965,2537360,8119976,1,1,1
577,577,578,720986,329797,364182,1451872,486976,598512,5729500,1003172,1387304,1414965,2537360,8119976,1,1,1
578,578,579,721919,328654,364392,1453872,484608,598880,5735392,996824,1387760,1414965,2537360,8119976,1,1,1
579,579,580,722910,327569,364486,1456000,482368,598992,5741644,990836,1387496,1414965,2537360,8119976,1,1,1
580,580,581,723949,326532,364484,1458256,480256,598848,5748296,985248,1386432,1414965,2537360,8119976,1,1,1
581,581,582,724973,324472,365520,1459568,477456,600336,5750310,980686,1388980,1414965,2537360,8119976,1,1,1
582,582,583,726023,322416,366526,1460912,474688,601760,5752420,976148,1391408,1414965,2537360,8119976,1,1,1
583,583,584,727091,320400,367474,1462288,471952,603120,5754546,971698,1393732,1414965,2537360,8119976,1,1,1
584,584,585,728189,318392,368384,1463696,469248,604416,5756760,967264,1395952,1414965,2537360,8119976,1,1,1
585,585,586,729303,316400,369262,1465136,466576,605648,5759042,962898,1398036,1414965,2537360,8119976,1,1,1
586,586,587,730459,314466,370040,1466608,463936,606816,5761268,958564,1400144,1414965,2537360,8119976,1,1,1
587,587,588,731604,312579,370782,1468112,461328,607920,5763620,954316,1402040,1414965,2537360,8119976,1,1,1
588,588,589,732790,310681,371494,1469648,458752,608960,5766030,950150,1403796,1414965,2537360,8119976,1,1,1
589,589,590,734018,308819,372128,1471216,456208,609936,5768408,945968,1405600,1414965,2537360,8119976,1,1,1
590,590,591,735221,306990,372754,1472816,453696,610848,5770940,941900,1407136,1414965,2537360,8119976,1,1,1
591,591,592,736487,305166,373312,1474448,451216,611696,5773438,937838,1408700,1414965,2537360,8119976,1,1,1
592,592,593,737746,303393,373826,1476112,448768,612480,5776054,933854,1410068,1414965,2537360,8119976,1,1,1
593,593,594,739013,301628,374324,1477808,446352,613200,5778754,929954,1411268,1414965,2537360,8119976,1,1,1
594,594,595,740355,299864,374746,1479536,443968,613856,5781468,926020,1412488,1414965,2537360,8119976,1,1,1
595,595,596,741705,298130,375130,1481296,441616,614448,5784230,922206,1413540,1414965,2537360,8119976,1,1,1
596,596,597,743093,296412,375460,1483088,439296,614976,5787064,918392,1414520,1414965,2537360,8119976,1,1,1
597,597,598,744505,294740,375720,1484912,437008,615440,5789926,914678,1415372,1414965,2537360,8119976,1,1,1
598,598,599,745937,293066,375962,1486768,434752,615840,5792864,910968,1416144,1414965,2537360,8119976,1,1,1
599,599,600,747403,291442,376120,1488656,432528,616176,5795742,907286,1416948,1414965,2537360,8119976,1,1,1
600,600,601,748889,289838,376238,1490576,430336,616448,5798684,903668,1417624,1414965,2537360,8119976,1,1,1
601,601,602,750350,288267,376348,1492528,428176,616656,5801780,900164,1418032,1414965,2537360,8119976,1,1,1
602,602,603,751823,286708,376434,1494512,426048,616800,5804948,896732,1418296,1414965,2537360,8119976,1,1,1
603,603,604,753381,285182,376402,1496528,423952,616880,5808106,893314,1418556,1414965,2537360,8119976,1,1,1
604,604,605,754949,283660,376356,1498576,421888,616896,5811280,889928,1418768,1414965,2537360,8119976,1,1,1
605,605,606,756541,282168,376256,1500656,419856,616848,5814562,886634,1418780,1414965,2537360,8119976,1,1,1
606,606,607,758165,280686,376114,1502768,417856,616736,5817932,883356,1418688,1414965,2537360,8119976,1,1,1
607,607,608,759762,279251,375952,1504912,415888,616560,5821344,880168,1418464,1414965,2537360,8119976,1,1,1
608,608,609,761383,277840,375742,1507088,413952,616320,5824800,877024,1418152,1414965,2537360,8119976,1,1,1
609,609,610,763073,276440,375452,1509296,412048,616016,5828218,873882,1417876,1414965,2537360,8119976,1,1,1
610,610,611,764779,275056,375130,1511536,410176,615648,5831700,870804,1417472,1414965,2537360,8119976,1,1,1
611,611,612,766525,273718,374722,1513808,408336,615216,5835266,867794,1416916,1414965,2537360,8119976,1,1,1
612,612,613,768301,272388,374276,1516112,406528,614720,5838920,864800,1416256,1414965,2537360,8119976,1,1,1
613,613,614,769241,269397,376327,1517444,402158,617758,5841232,855824,1422920,1414965,2537360,8119976,1,1,1
614,614,615,769864,267666,377435,1518812,399398,619150,5844652,850124,1425200,1414965,2537360,8119976,1,1,1
615,615,616,770846,265002,379117,1520270,395248,621842,5847498,840032,1432446,1414965,2537360,8119976,1,1,1
616,616,617,771488,263328,380149,1521704,392598,623058,5851384,834630,1433962,1414965,2537360,8119976,1,1,1
617,617,618,772549,260536,381880,1523277,388623,625460,5854313,826307,1439356,1414965,2537360,8119976,1,1,1
618,618,619,772640,260292,382033,1524682,387287,625391,5877894,806683,1435399,1414965,2537360,8119976,1,1,1
619,619,620,773228,258742,382995,1526191,384745,626424,5883273,801353,1435350,1414965,2537360,8119976,1,1,1
620,620,621,774324,256264,384377,1527864,381022,628474,5886860,793416,1439700,1414965,2537360,8119976,1,1,1
621,621,622,775478,253627,385860,1529610,377376,630374,5890680,786754,1442542,1414965,2537360,8119976,1,1,1
622,622,623,776244,252150,386571,1531253,375063,631044,5895019,782165,1442792,1414965,2537360,8119976,1,1,1
623,623,624,777470,249579,387916,1533043,371521,632796,5898421,775341,1446214,1414965,2537360,8119976,1,1,1
624,624,625,778719,247107,389139,1534903,368127,634330,5902399,769161,1448416,1414965,2537360,8119976,1,1,1
625,625,626,779026,246598,389341,1536509,366715,634136,5912173,761993,1445810,1414965,2537360,8119976,1,1,1
626,626,627,779802,245285,389878,1538262,364572,634526,5917116,757418,1445442,1414965,2537360,8119976,1,1,1
627,627,628,780775,243104,391086,1540130,361224,636006,5921918,750054,1448004,1414965,2537360,8119976,1,1,1
628,628,629,782095,240777,392093,1542075,358075,637210,5925543,744213,1450220,1414965,2537360,8119976,1,1,1
629,629,630,783314,238687,392964,1544079,355011,638270,5930127,737851,1451998,1414965,2537360,8119976,1,1,1
630,630,631,784044,237384,393537,1545836,352939,638585,5935522,733499,1450955,1414965,2537360,8119976,1,1,1
631,631,632,785452,235219,394294,1547869,350030,639461,5939381,728670,1451925,1414965,2537360,8119976,1,1,1
632,632,633,786822,233036,395107,1549862,347115,640383,5943016,723337,1453623,1414965,2537360,8119976,1,1,1
633,633,634,788086,231053,395826,1551905,344322,641133,5947471,718292,1454213,1414965,2537360,8119976,1,1,1
634,634,635,788992,229879,396094,1553791,342508,641061,5952285,714730,1452961,1414965,2537360,8119976,1,1,1
635,635,636,789762,228692,396511,1555639,340625,641096,5958103,710947,1450926,1414965,2537360,8119976,1,1,1
636,636,637,790313,227872,396780,1557431,339099,640830,5964941,707033,1448002,1414965,2537360,8119976,1,1,1
637,637,638,791064,226694,397207,1559264,337239,640857,5971124,703293,1445559,1414965,2537360,8119976,1,1,1
638,638,639,792471,224606,397888,1561285,334558,641517,5974901,699012,1446063,1414965,2537360,8119976,1,1,1
639,639,640,793353,223466,398146,1563156,332807,641397,5979778,695659,1444539,1414965,2537360,8119976,1,1,1
640,640,641,794307,222394,398264,1565126,331129,641105,5984626,692259,1443091,1414965,2537360,8119976,1,1,1
641,641,642,795744,220445,398776,1567229,328674,641457,5988489,688552,1442935,1414965,2537360,8119976,1,1,1
642,642,643,796612,219407,398946,1569171,327061,641128,5993929,685455,1440592,1414965,2537360,8119976,1,1,1
643,643,644,796992,219015,398958,1571035,326002,640323,6005351,680346,1434279,1414965,2537360,8119976,1,1,1
644,644,645,797939,217977,399049,1572970,324408,639982,6009974,677304,1432698,1414965,2537360,8119976,1,1,1
645,645,646,798741,216924,399300,1574924,322803,639633,6016096,674305,1429575,1414965,2537360,8119976,1,1,1
646,646,647,799544,215868,399553,1576869,321213,639278,6022091,671339,1426546,1414965,2537360,8119976,1,1,1
647,647,648,800332,214834,399799,1578822,319641,638897,6028716,668413,1422847,1414965,2537360,8119976,1,1,1
648,648,649,801706,212933,400326,1580843,317260,639257,6032961,664872,1422143,1414965,2537360,8119976,1,1,1
649,649,650,802752,211167,401046,1582813,314862,639685,6037917,660954,1421105,1414965,2537360,8119976,1,1,1
650,650,651,803512,210138,401315,1584686,313296,639378,6044212,658036,1417728,1414965,2537360,8119976,1,1,1
651,651,652,804834,208248,401883,1586570,310936,639854,6047544,654560,1417872,1414965,2537360,8119976,1,1,1
652,652,653,805699,207232,402034,1588403,309372,639585,6052021,651568,1416387,1414965,2537360,8119976,1,1,1
653,653,654,806038,206853,402074,1590220,308338,638802,6063380,646516,1410080,1414965,2537360,8119976,1,1,1
654,654,655,806565,206133,402267,1592042,307042,638276,6070452,643284,1406240,1414965,2537360,8119976,1,1,1
655,655,656,806886,205772,402307,1593855,306008,637497,6081527,637672,1400777,1414965,2537360,8119976,1,1,1
656,656,657,807013,205640,402312,1595664,305152,636544,6110888,623904,1385184,1414965,2537360,8119976,1,1,1
657,657,658,809849,203532,401584,1599758,302362,635240,6119018,618814,1382144,1414965,2537360,8119976,1,1,1
658,658,659,812900,201339,400726,1603888,299608,633864,6126638,614098,1379240,1414965,2537360,8119976,1,1,1
659,659,660,815804,199299,399862,1608054,296890,632416,6134848,609088,1376040,1414965,2537360,8119976,1,1,1
660,660,661,818935,197154,398876,1612256,294208,630896,6142860,604468,1372648,1414965,2537360,8119976,1,1,1
661,661,662,821875,195182,397908,1616494,291562,629304,6151246,599538,1369192,1414965,2537360,8119976,1,1,1
662,662,663,825072,193103,396790,1620768,288952,627640,6159342,595002,1365632,1414965,2537360,8119976,1,1,1
663,663,664,828080,191199,395686,1625078,286378,625904,6167808,590152,1362016,1414965,2537360,8119976,1,1,1
664,664,665,831343,189186,394436,1629424,283840,624096,6175988,585700,1358288,1414965,2537360,8119976,1,1,1
665,665,666,834636,187203,393126,1633806,281338,622216,6184216,581296,1354464,1414965,2537360,8119976,1,1,1
666,666,667,837904,185291,391770,1638224,278872,620264,6192154,576882,1350940,1414965,2537360,8119976,1,1,1
667,667,668,841052,183527,390386,1642678,276442,618240,6200772,572184,1347020,1414965,2537360,8119976,1,1,1
668,668,669,844457,181688,388820,1647168,274048,616144,6208764,567840,1343372,1414965,2537360,8119976,1,1,1
669,669,670,847949,179884,387132,1651694,271690,613976,6216642,563534,1339800,1414965,2537360,8119976,1,1,1
670,670,671,851313,178120,385532,1656256,269368,611736,6224980,559256,1335740,1414965,2537360,8119976,1,1,1
671,671,672,854631,176494,383840,1660854,267082,609424,6233658,554714,1331604,1414965,2537360,8119976,1,1,1
672,672,673,855925,175888,383152,1663784,266000,607576,6242340,552260,1325376,1414965,2537360,8119976,1,1,1
673,673,674,859257,174308,381400,1668442,263774,605144,6251214,547818,1320944,1414965,2537360,8119976,1,1,1
674,674,675,862413,172848,379704,1673136,261584,602640,6261016,543124,1315836,1414965,2537360,8119976,1,1,1
675,675,676,865977,171232,377756,1677866,259430,600064,6269310,539066,1311600,1414965,2537360,8119976,1,1,1
676,676,677,868925,169904,376136,1682632,257312,597416,6279992,534132,1305852,1414965,2537360,8119976,1,1,1
677,677,678,872411,168446,374108,1687434,255230,594696,6288958,529878,1301140,1414965,2537360,8119976,1,1,1
678,678,679,876027,166934,372004,1692272,253184,591904,6297632,525936,1296408,1414965,2537360,8119976,1,1,1
679,679,680,879331,165622,370012,1697146,251174,589040,6307678,521486,1290812,1414965,2537360,8119976,1,1,1
680,680,681,883015,164178,367772,1702056,249200,586104,6316432,517624,1285920,1414965,2537360,8119976,1,1,1
681,681,682,886629,162848,365488,1707002,247262,583096,6325574,513546,1280856,1414965,2537360,8119976,1,1,1
682,682,683,890275,161550,363140,1711984,245360,580016,6334760,509512,1275704,1414965,2537360,8119976,1,1,1
683,683,684,893953,160284,360728,1717002,243494,576864,6343990,505522,1270464,1414965,2537360,8119976,1,1,1
684,684,685,897125,159180,358660,1722056,241664,573640,6355088,501004,1263884,1414965,2537360,8119976,1,1,1
685,685,686,900597,158036,356332,1727146,239870,570344,6365446,496866,1257664,1414965,2537360,8119976,1,1,1
686,686,687,904333,156860,353772,1732272,238112,566976,6374916,493020,1252040,1414965,2537360,8119976,1,1,1
687,687,688,908437,155668,350860,1737434,236390,563536,6383490,489410,1247076,1414965,2537360,8119976,1,1,1
688,688,689,912516,154503,347946,1742632,234704,560024,6392270,485854,1241852,1414965,2537360,8119976,1,1,1
689,689,690,916356,153431,345178,1747866,233054,556440,6401856,482124,1235996,1414965,2537360,8119976,1,1,1
690,690,691,920501,152332,342132,1753136,231440,552784,6410720,478652,1230604,1414965,2537360,8119976,1,1,1
691,691,692,924409,151328,339228,1758442,229862,549056,6420386,475002,1224588,1414965,2537360,8119976,1,1,1
692,692,693,928565,150304,336096,1763784,228320,545256,6429332,471596,1219048,1414965,2537360,8119976,1,1,1
693,693,694,932289,149412,333264,1769162,226814,541384,6440050,467818,1212108,1414965,2537360,8119976,1,1,1
694,694,695,936513,148472,329980,1774576,225344,537440,6449580,464460,1205936,1414965,2537360,8119976,1,1,1
695,695,696,940777,147556,326632,1780026,223910,533424,6458634,461162,1200180,1414965,2537360,8119976,1,1,1
696,696,697,944849,146716,323400,1785512,222512,529336,6468512,457724,1193740,1414965,2537360,8119976,1,1,1
697,697,698,949131,145870,319964,1791034,221150,525176,6477906,454502,1187568,1414965,2537360,8119976,1,1,1
698,698,699,953303,145098,316564,1796592,219824,520944,6487768,451144,1181064,1414965,2537360,8119976,1,1,1
699,699,700,957695,144326,312944,1802186,218534,516640,6497502,447990,1174484,1414965,2537360,8119976,1,1,1
700,700,701,959325,144056,311584,1805776,218112,513472,6507816,447168,1164992,1414965,2537360,8119976,1,1,1
701,701,702,960796,142701,311468,1807608,216600,513152,6510490,445342,1164144,1414965,2537360,8119976,1,1,1
702,702,703,962234,141499,311232,1809488,215136,512736,6513382,443354,1163240,1414965,2537360,8119976,1,1,1
703,703,704,963795,140232,310938,1811416,213720,512224,6516176,441640,1162160,1414965,2537360,8119976,1,1,1
704,704,705,965401,138964,310600,1813392,212352,511616,6519040,440072,1160864,1414965,2537360,8119976,1,1,1
705,705,706,967044,137779,310142,1815416,211032,510912,6521958,438482,1159536,1414965,2537360,8119976,1,1,1
706,706,707,968632,136727,309606,1817488,209760,510112,6525126,436770,1158080,1414965,2537360,8119976,1,1,1
707,707,708,970357,135624,308984,1819608,208536,509216,6528168,435304,1156504,1414965,2537360,8119976,1,1,1
708,708,709,972173,134532,308260,1821776,207360,508224,6531088,433960,1154928,1414965,2537360,8119976,1,1,1
709,709,710,973885,133604,307476,1823992,206232,507136,6534440,432432,1153104,1414965,2537360,8119976,1,1,1
710,710,711,975742,132633,306590,1826256,205152,505952,6537650,431134,1151192,1414965,2537360,8119976,1,1,1
711,711,712,977660,131677,305628,1828568,204120,504672,6540898,429950,1149128,1414965,2537360,8119976,1,1,1
712,712,713,979609,130800,304556,1830928,203136,503296,6544200,428752,1147024,1414965,2537360,8119976,1,1,1
713,713,714,981411,130020,303534,1833336,202200,501824,6548024,427504,1144448,1414965,2537360,8119976,1,1,1
714,714,715,983438,129221,302306,1835792,201312,500256,6551458,426438,1142080,1414965,2537360,8119976,1,1,1
715,715,716,985562,128437,300966,1838296,200472,498592,6554770,425486,1139720,1414965,2537360,8119976,1,1,1
716,716,717,987679,127728,299558,1840848,199680,496832,6558312,424528,1137136,1414965,2537360,8119976,1,1,1
717,717,718,989838,127061,298066,1843448,198936,494976,6561914,423630,1134432,1414965,2537360,8119976,1,1,1
718,718,719,991852,126493,296620,1846096,198240,493024,6566034,422678,1131264,1414965,2537360,8119976,1,1,1
719,719,720,994095,125908,294962,1848792,197592,490976,6569768,421904,1128304,1414965,2537360,8119976,1,1,1
720,720,721,996237,125410,293318,1851536,196992,488832,6573844,421100,1125032,1414965,2537360,8119976,1,1,1
721,721,722,998421,124954,291590,1854328,196440,486592,6577980,420356,1121640,1414965,2537360,8119976,1,1,1
722,722,723,1000792,124497,289676,1857168,195936,484256,6581890,419758,1118328,1414965,2537360,8119976,1,1,1
723,723,724,1003201,124080,287684,1860056,195480,481824,6585856,419224,1114896,1414965,2537360,8119976,1,1,1
724,724,725,1005493,123732,285740,1862992,195072,479296,6590208,418696,1111072,1414965,2537360,8119976,1,1,1
725,725,726,1007986,123399,283580,1865976,194712,476672,6594294,418282,1107400,1414965,2537360,8119976,1,1,1
726,726,727,1010602,123107,281256,1869008,194400,473952,6598206,417930,1103840,1414965,2537360,8119976,1,1,1
727,727,728,1013228,122859,278878,1872088,194136,471136,6602342,417634,1100000,1414965,2537360,8119976,1,1,1
728,728,729,1015853,122658,276454,1875216,193920,468224,6606596,417388,1095992,1414965,2537360,8119976,1,1,1
729,729,730,1018601,122498,273866,1878392,193752,465216,6610676,417204,1092096,1414965,2537360,8119976,1,1,1
730,730,731,1021320,122389,271256,1881616,193632,462112,6615042,417062,1087872,1414965,2537360,8119976,1,1,1
731,731,732,1024122,122317,268526,1884888,193560,458912,6619402,416990,1083584,1414965,2537360,8119976,1,1,1
732,732,733,1026929,122296,265740,1888208,193536,455616,6623880,416960,1079136,1414965,2537360,8119976,1,1,1
733,733,734,1028123,121056,265786,1890064,191856,455440,6627628,414176,1078172,1414965,2537360,8119976,1,1,1
734,734,735,1029369,119964,265632,1892016,190272,455072,6631462,411394,1077120,1414965,2537360,8119976,1,1,1
735,735,736,1030153,119300,265512,1893992,189192,454176,6637894,409314,1072768,1414965,2537360,8119976,1,1,1
736,736,737,1031511,118320,265134,1896112,187776,453472,6642036,406840,1071100,1414965,2537360,8119976,1,1,1
737,737,738,1032941,117412,264612,1898328,186456,452576,6646310,404498,1069168,1414965,2537360,8119976,1,1,1
738,738,739,1033837,116860,264268,1900496,185568,451296,6653118,402794,1064064,1414965,2537360,8119976,1,1,1
739,739,740,1035379,116064,263522,1902880,184416,450064,6657700,400760,1061516,1414965,2537360,8119976,1,1,1
740,740,741,1037045,115296,262624,1905360,183360,448640,6662464,398992,1058520,1414965,2537360,8119976,1,1,1
741,741,742,1038791,114608,261566,1907936,182400,447024,6667356,397352,1055268,1414965,2537360,8119976,1,1,1
742,742,743,1040557,114036,260372,1910608,181536,445216,6672390,395770,1051816,1414965,2537360,8119976,1,1,1
743,743,744,1041667,113698,259600,1913112,180984,443264,6679844,394712,1045420,1414965,2537360,8119976,1,1,1
744,744,745,1043531,113224,258210,1915952,180288,441120,6685236,393488,1041252,1414965,2537360,8119976,1,1,1
745,745,746,1045553,112812,256600,1918888,179688,438784,6690700,392420,1036856,1414965,2537360,8119976,1,1,1
746,746,747,1047569,112490,254906,1921920,179184,436256,6696376,391480,1032120,1414965,2537360,8119976,1,1,1
747,747,748,1048807,112318,253840,1924688,178896,433776,6704588,390900,1024488,1414965,2537360,8119976,1,1,1
748,748,749,1050107,112170,252688,1927504,178656,431200,6712646,390446,1016884,1414965,2537360,8119976,1,1,1
749,749,750,1051439,112054,251472,1930368,178464,428528,6720784,390072,1009120,1414965,2537360,8119976,1,1,1
750,750,751,1053651,111928,249386,1933712,178272,425376,6727056,389728,1003192,1414965,2537360,8119976,1,1,1
751,751,752,1055051,111880,248034,1936696,178200,422464,6735448,389608,994920,1414965,2537360,8119976,1,1,1
752,752,753,1056445,111864,246656,1939728,178176,419456,6744200,389568,986208,1414965,2537360,8119976,1,1,1
753,753,754,1057196,111293,246476,1941568,176800,418992,6749588,385532,984856,1414965,2537360,8119976,1,1,1
754,754,755,1058254,110583,246128,1943536,174912,418912,6754356,379348,986272,1414965,2537360,8119976,1,1,1
