index,0,1,2,3,4,5,6,7,8,9,10,11
0,13,0,0,346,0,0,213,790,0,0,0,0
1,0,2,0,0,142,0,0,0,48,124,0,0
2,0,0,22,0,0,2112,0,0,0,0,882,972
3,346,0,0,14230,0,0,13464,29622,0,0,0,0
4,0,142,0,0,32749,0,0,0,20216,56420,0,0
5,0,0,2112,0,0,201134,0,0,0,0,79106,97796
6,0,48,0,0,20216,0,0,0,13677,43776,0,0
7,0,0,882,0,0,79106,0,0,0,0,30412,43776
8,213,0,0,13464,0,0,20264,43776,0,0,0,0
9,0,0,972,0,0,97796,0,0,0,0,43776,56544
10,790,0,0,29622,0,0,43776,79988,0,0,0,0
11,0,124,0,0,56420,0,0,0,43776,98768,0,0
