boundary_bridge_cell_id,component_id,left_edit_radius,right_edit_radius,word_length,word_symbol_0_id,word_symbol_1_id,word_symbol_2_id,word_symbol_3_id,word_symbol_4_id,word_symbol_5_id,word_symbol_6_id,word_symbol_7_id,word_symbol_8_id,word_symbol_9_id,word_symbol_10_id,word_symbol_11_id,word_symbol_12_id,word_symbol_13_id,word_symbol_14_id,word_symbol_15_id,trace_node_count,trace_node_0_id,trace_node_1_id,trace_node_2_id,trace_node_3_id,trace_node_4_id,trace_node_5_id,trace_node_6_id,trace_node_7_id,trace_node_8_id,trace_node_9_id,trace_node_10_id,trace_node_11_id,trace_node_12_id,trace_node_13_id,trace_node_14_id,trace_node_15_id,trace_node_16_id,trace_node_17_id,trace_node_18_id,trace_node_19_id,metric_gromov_delta_twice,trace_signature_total_variation,first_return_closed_path_count,normalized_tail_template_count,template_lift_count_min,template_lift_count_max,all_four_lift_flag,tail_entry_9_path_count,tail_entry_10_path_count,tail_entry_11_path_count,tail_entry_13_path_count,clear_flag,exact24_six_all_four_flag,left_boundary_flag,right_boundary_flag,left_neighbor_flag,right_neighbor_flag
99,0,3,99,12,2,1,3,4,5,1,4,5,2,1,4,3,-1,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,0,0,24,0,0,0,0,0,0
100,0,3,99,12,2,1,3,4,5,1,4,5,2,1,5,5,-1,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,0,0,24,0,0,0,0,0,0
101,0,3,99,12,2,1,3,4,5,1,4,5,2,2,1,5,-1,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,16,4,4,4,1,0,0,0,16,0,0,0,0,0,0
102,0,3,99,13,2,1,3,4,5,1,4,5,2,1,1,4,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
103,0,3,99,13,2,1,3,4,5,1,4,5,2,1,3,4,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
104,0,3,99,13,2,1,3,4,5,1,4,5,2,1,4,4,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
105,0,3,99,13,2,1,3,4,5,1,4,5,2,1,4,5,2,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
106,0,3,99,13,2,1,3,4,5,1,4,5,2,1,4,5,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
107,0,3,99,13,2,1,3,4,5,1,4,5,2,2,1,1,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,92,23,4,4,1,0,40,52,0,1,0,0,0,0,0
108,0,3,99,13,2,1,3,4,5,1,4,5,2,2,1,2,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,56,14,4,4,1,0,24,32,0,1,0,0,0,0,0
109,0,3,99,13,2,1,3,4,5,1,4,5,2,2,1,4,3,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,72,18,4,4,1,0,32,40,0,1,0,0,0,0,0
110,0,3,99,13,2,1,3,4,5,1,4,5,2,2,1,5,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,48,12,4,4,1,0,24,24,0,1,0,0,0,0,0
111,0,3,99,13,2,1,3,4,5,1,4,5,2,5,1,4,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,4,1,4,4,1,0,0,4,0,0,0,0,0,0,0
112,0,3,99,13,2,1,3,4,5,1,4,5,2,5,2,1,5,-1,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,8,2,4,4,1,0,4,4,0,0,0,0,0,0,0
113,0,3,99,14,2,1,3,4,5,1,4,5,2,1,2,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,12,2,4,8,0,0,0,4,0,0,0,0,0,0,0
114,0,3,99,14,2,1,3,4,5,1,4,5,2,2,1,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,72,12,4,8,0,0,16,8,0,0,0,0,0,0,0
115,0,3,99,14,2,1,3,4,5,1,4,5,2,2,1,3,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,72,12,4,8,0,0,16,8,0,0,0,0,0,0,0
116,0,3,99,14,2,1,3,4,5,1,4,5,2,2,1,4,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,108,18,4,8,0,0,24,12,0,0,0,0,0,0,0
117,0,3,99,14,2,1,3,4,5,1,4,5,2,2,1,4,5,2,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,72,12,4,8,0,0,16,8,0,0,0,0,0,0,0
118,0,3,99,14,2,1,3,4,5,1,4,5,2,2,1,4,5,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,108,18,4,8,0,0,24,12,0,0,0,0,0,0,0
119,0,3,99,14,2,1,3,4,5,1,4,5,2,2,2,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,108,18,4,8,0,0,16,20,0,0,0,0,0,0,0
120,0,3,99,14,2,1,3,4,5,1,4,5,2,2,5,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,20,3,4,8,0,0,0,4,0,0,0,0,0,0,0
121,0,3,99,14,2,1,3,4,5,1,4,5,2,5,1,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,8,2,4,4,1,0,8,0,0,0,0,0,0,0,0
122,0,3,99,14,2,1,3,4,5,1,4,5,2,5,2,1,1,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,28,7,4,4,1,0,8,20,0,1,0,0,0,0,0
123,0,3,99,14,2,1,3,4,5,1,4,5,2,5,2,1,2,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,16,4,4,4,1,0,4,12,0,0,0,0,0,0,0
124,0,3,99,14,2,1,3,4,5,1,4,5,2,5,2,1,4,3,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,8,16,0,1,1,0,0,0,0
125,0,3,99,14,2,1,3,4,5,1,4,5,2,5,2,1,5,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,12,12,0,1,1,0,0,0,0
126,0,3,99,14,2,1,3,4,5,1,4,5,2,5,5,1,4,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,20,5,4,4,1,0,8,12,0,0,0,0,0,0,0
127,0,3,99,14,2,1,3,4,5,1,4,5,2,5,5,2,1,5,-1,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,40,10,4,4,1,0,20,20,0,1,0,0,0,0,0
128,0,3,99,15,2,1,3,4,5,1,4,5,1,4,5,2,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,12,3,4,4,1,0,0,0,12,0,0,0,0,0,0
129,0,3,99,15,2,1,3,4,5,1,4,5,2,1,5,2,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,16,2,8,8,0,0,0,16,0,0,0,0,0,0,0
130,0,3,99,15,2,1,3,4,5,1,4,5,2,2,5,2,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,60,3,20,20,0,0,20,40,0,0,0,0,0,0,0
131,0,3,99,15,2,1,3,4,5,1,4,5,2,5,1,2,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,4,1,4,4,1,0,0,4,0,0,0,0,0,0,0
132,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,1,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
133,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,1,3,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
134,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,1,4,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
135,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,1,4,5,2,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,24,6,4,4,1,0,16,8,0,1,1,0,0,0,0
136,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,1,4,5,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,36,9,4,4,1,0,24,12,0,1,0,0,0,0,0
137,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,2,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,36,9,4,4,1,0,16,20,0,1,0,0,0,0,0
138,0,3,99,15,2,1,3,4,5,1,4,5,2,5,2,5,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,4,1,4,4,1,0,0,4,0,0,0,0,0,0,0
139,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,1,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,40,6,4,8,0,16,8,0,16,0,0,0,0,0,0
140,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,2,1,1,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,140,21,4,8,0,56,8,20,56,0,0,0,0,0,0
141,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,2,1,2,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,80,12,4,8,0,32,4,12,32,0,0,0,0,0,0
142,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,2,1,4,3,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,120,18,4,8,0,48,8,16,48,0,0,0,0,0,0
143,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,2,1,5,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,120,18,4,8,0,48,12,12,48,0,0,0,0,0,0
144,0,3,99,15,2,1,3,4,5,1,4,5,2,5,5,5,1,4,5,-1,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,52,9,4,8,0,16,8,12,16,0,0,0,0,0,0
145,0,3,99,16,2,1,3,4,5,1,4,5,2,1,5,5,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,56,7,8,8,0,24,8,0,24,0,0,0,0,0,0
146,0,3,99,16,2,1,3,4,5,1,4,5,2,2,5,5,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,300,9,20,40,0,120,20,40,120,0,0,0,0,0,0
147,0,3,99,16,2,1,3,4,5,1,4,5,2,5,2,5,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,12,3,4,4,1,0,4,8,0,0,0,0,0,0,0
148,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,1,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,20,1,20,20,0,0,0,20,0,0,0,0,0,0,0
149,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,1,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,120,6,20,20,0,0,80,40,0,0,0,0,0,0,0
150,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,1,3,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,120,6,20,20,0,0,80,40,0,0,0,0,0,0,0
151,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,1,4,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,180,9,20,20,0,0,120,60,0,0,0,0,0,0,0
152,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,1,4,5,2,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,120,6,20,20,0,0,80,40,0,0,0,0,0,0,0
153,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,1,4,5,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,180,9,20,20,0,0,120,60,0,0,0,0,0,0,0
154,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,180,9,20,20,0,0,80,100,0,0,0,0,0,0,0
155,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,2,5,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,20,1,20,20,0,0,0,20,0,0,0,0,0,0,0
156,0,3,99,16,2,1,3,4,5,1,4,5,2,5,5,5,2,1,4,5,7,48,42,27,31,50,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,137,156,9,16,20,0,48,20,40,48,0,0,0,0,0,0
157,0,3,99,11,2,1,3,4,5,1,2,5,4,1,5,-1,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,2,4,4,1,0,0,0,0,0,0,0,0,0,0
158,0,3,99,11,2,1,3,4,5,1,2,5,4,4,5,-1,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,8,4,4,1,0,0,0,0,1,0,0,0,0,0
159,0,3,99,12,2,1,3,4,5,1,2,5,1,4,5,2,-1,-1,-1,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,2,4,4,1,0,8,0,0,0,0,0,0,0,0
160,0,3,99,12,2,1,3,4,5,1,2,5,4,1,1,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,16,4,4,4,1,0,8,8,0,0,0,0,0,0,0
161,0,3,99,12,2,1,3,4,5,1,2,5,4,1,2,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,12,12,0,1,1,0,0,0,0
162,0,3,99,12,2,1,3,4,5,1,2,5,4,1,5,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,12,12,0,1,1,0,0,0,0
163,0,3,99,12,2,1,3,4,5,1,2,5,4,3,1,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,16,4,4,4,1,0,8,8,0,0,0,0,0,0,0
164,0,3,99,12,2,1,3,4,5,1,2,5,4,3,4,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,12,4,4,1,0,24,24,0,1,0,0,0,0,0
165,0,3,99,12,2,1,3,4,5,1,2,5,4,4,1,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,12,12,0,1,1,0,0,0,0
166,0,3,99,12,2,1,3,4,5,1,2,5,4,4,4,5,-1,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,96,24,4,4,1,0,48,48,0,1,0,0,0,0,0
167,4,3,99,13,2,1,3,4,5,1,2,5,1,2,5,4,3,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,6,4,4,1,0,0,24,0,1,1,0,0,0,0
168,0,3,99,13,2,1,3,4,5,1,2,5,4,1,1,1,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,56,7,8,8,0,0,0,0,56,0,0,0,0,0,0
169,0,3,99,13,2,1,3,4,5,1,2,5,4,1,1,2,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
170,0,3,99,13,2,1,3,4,5,1,2,5,4,1,1,4,3,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
171,0,3,99,13,2,1,3,4,5,1,2,5,4,1,1,5,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
172,0,3,99,13,2,1,3,4,5,1,2,5,4,1,2,1,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,1,8,8,0,0,0,0,8,0,0,0,0,0,0
173,0,3,99,13,2,1,3,4,5,1,2,5,4,3,1,1,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,0,32,0,0,0,0,0,0
174,0,3,99,13,2,1,3,4,5,1,2,5,4,3,1,2,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
175,0,3,99,13,2,1,3,4,5,1,2,5,4,3,1,5,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
176,0,3,99,13,2,1,3,4,5,1,2,5,4,3,3,4,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,168,21,8,8,0,0,0,0,168,0,0,0,0,0,0
177,0,3,99,13,2,1,3,4,5,1,2,5,4,3,4,4,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,144,18,8,8,0,0,0,0,144,0,0,0,0,0,0
178,0,3,99,13,2,1,3,4,5,1,2,5,4,4,1,1,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,48,0,0,0,0,0,0
179,0,3,99,13,2,1,3,4,5,1,2,5,4,4,1,2,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,72,9,8,8,0,0,0,0,72,0,0,0,0,0,0
180,0,3,99,13,2,1,3,4,5,1,2,5,4,4,1,5,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,72,9,8,8,0,0,0,0,72,0,0,0,0,0,0
181,0,3,99,13,2,1,3,4,5,1,2,5,4,4,3,4,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,144,18,8,8,0,0,0,0,144,0,0,0,0,0,0
182,0,3,99,13,2,1,3,4,5,1,2,5,4,4,4,4,5,-1,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,416,52,8,8,0,0,0,0,416,0,0,0,0,0,0
183,0,3,99,14,2,1,3,4,5,1,2,5,1,2,5,4,1,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,2,4,4,1,0,0,0,0,0,0,0,0,0,0
184,0,3,99,14,2,1,3,4,5,1,2,5,1,2,5,4,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,8,4,4,1,0,0,0,0,1,0,0,0,0,0
185,0,3,99,14,2,1,3,4,5,1,2,5,1,4,5,1,4,5,-1,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,4,1,4,4,1,0,0,0,0,0,0,0,0,0,0
186,0,3,99,14,2,1,3,4,5,1,2,5,1,4,5,2,1,5,-1,-1,9,48,42,27,31,50,34,29,34,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,2,4,4,1,0,0,0,0,0,0,0,0,0,0
187,0,3,99,14,2,1,3,4,5,1,2,5,4,1,1,1,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,0,0,0,0,0,0,0
188,0,3,99,14,2,1,3,4,5,1,2,5,4,1,1,3,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,0,0,0,0,0,0,0
189,0,3,99,14,2,1,3,4,5,1,2,5,4,1,1,4,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,72,9,8,8,0,0,0,0,0,0,0,0,0,0,0
190,0,3,99,14,2,1,3,4,5,1,2,5,4,1,1,4,5,2,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,0,0,0,0,0,0,0
191,0,3,99,14,2,1,3,4,5,1,2,5,4,1,1,4,5,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,72,9,8,8,0,0,0,0,0,0,0,0,0,0,0
192,0,3,99,14,2,1,3,4,5,1,2,5,4,1,2,1,1,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,40,5,8,8,0,0,0,0,0,0,0,0,0,0,0
193,0,3,99,14,2,1,3,4,5,1,2,5,4,1,2,1,2,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,3,8,8,0,0,0,0,0,0,0,0,0,0,0
194,0,3,99,14,2,1,3,4,5,1,2,5,4,1,2,1,4,3,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,0,0,0,0,0,0,0,0
195,0,3,99,14,2,1,3,4,5,1,2,5,4,1,2,1,5,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,24,3,8,8,0,0,0,0,0,0,0,0,0,0,0
196,0,3,99,14,2,1,3,4,5,1,2,5,4,1,5,2,1,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,8,1,8,8,0,0,0,0,0,0,0,0,0,0,0
197,0,3,99,14,2,1,3,4,5,1,2,5,4,3,1,1,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,48,6,8,8,0,0,0,0,0,0,0,0,0,0,0
198,0,3,99,14,2,1,3,4,5,1,2,5,4,4,1,1,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,72,9,8,8,0,0,0,0,0,0,0,0,0,0,0
199,0,3,99,14,2,1,3,4,5,1,2,5,4,4,5,1,4,5,-1,-1,8,48,42,27,31,50,34,29,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,153,32,4,8,8,0,0,0,0,0,0,0,0,0,0,0
