fano_zone,observations,win,pure,flat,curved,monodrome,loss,payoff,sigma_H,omega,divergence
F7_minus_L3,34,0.11764705882352941,0.0,0.0,0.11764705882352941,0.0,0.8823529411764706,-123.4050040849673,2.4705882352941178,1.6176470588235294,15.14297385620915
L3_minus_P1,663,0.5761689291101055,0.0,0.0,0.2865761689291101,0.2895927601809955,0.3951734539969834,82.46637443438914,1.1885369532428356,1.3951734539969833,26.140648567119154
P1_point,11591,0.7797429039772237,0.06737986368734362,0.10646191010266585,0.5518074368044172,0.12147355707014063,0.08584246398067466,172.678455027368,2.531187990682426,1.3353463894400828,97.4930741283948
