target_word_id,criterion_code,minimal_edit_distance,minimal_repair_count,best_candidate_id,best_word_length,symbol_0_id,symbol_1_id,symbol_2_id,symbol_3_id,symbol_4_id,symbol_5_id,symbol_6_id,best_rooted_carrier_path_count,best_trace_detour_overhead,best_trace_min_signature_after_node42,best_signature_valley_depth,best_metric_gromov_delta_twice,best_trace_signature_total_variation,best_target_consumed_before_node44_flag,best_beats_baseline_overhead_flag,best_ties_baseline_overhead_flag,best_baseline_score_match_flag
0,0,1,1,20,6,2,1,4,5,2,5,-1,48,3,146,37,1,127,0,0,1,1
0,1,2,2,240,7,2,1,4,3,2,5,4,32,5,146,37,1,163,1,0,0,0
1,0,1,1,316,6,2,1,5,2,5,4,-1,16,3,146,37,1,169,1,0,1,0
1,1,1,1,316,6,2,1,5,2,5,4,-1,16,3,146,37,1,169,1,0,1,0
